id	name	placement_count	placement_bin	top_sequences
70	node_70	84	3	d78b99fb99f74f67e4706940e8d02a08 Aphididae_cluster47; 125bc7204d6c80a4ff8a7c8a6df6d4ae Aphididae_cluster5; fab71d79486eff77e9010fe942f166c0 Aphididae_cluster248; 37f51ff3c2c066e1d170c54959318322 Aphididae_cluster214; e16e5b79599eece12c13581a1d55b4c1 Adelgidae_cluster5; fcf932a6702fb906bf6827998e39bc79 Aphididae_cluster16; 481faebb415eeb4f271249c7782aa683 Aphididae_cluster241; 6e49f305834ff6dd59696e8da9a5eb2a Aphididae_cluster46; a285f483721801b1124b0da55193e5ae Aphididae_cluster84; 73b5b332d18b756c4e9f58e1b6f6ca2f Aphididae_cluster271; c5fbfc0869292a53fce3131826e23532 Aphididae_cluster262; e1d1004228632f8a3a5aaeaf2c78886d Aphididae_cluster33; 5e47d823eaaa63e12146caec975c5c4a Aphididae_cluster182; 8ec0d80ad65433aed7299116a502e9bc Aphididae_cluster217; 34c2cce443ab7497bf418e8bc1678fbb Aphididae_cluster294; 63e7c884548a3ed84ef3ee4db745cf39 Aphididae_cluster26; 7450a7c27c0ef83b0e3cc6327d467873 Aphididae_cluster101; 6f6c765ffe5a7d4281cb13f1d2b01d33 Aphididae_cluster164; 89916aa84ccda6ddefc7f6b67ca95ca4 Aphididae_cluster199; db611c3c28621d6fd75c1ca6cd09a0ca Aphididae_cluster230; 1bc68283d2291d7cd61e985b50146266 Aphididae_cluster11; c95f2e599d71a4f34b99d8498a245779 Aphididae_cluster149; aee8dbff34916f8f5944fc38988c9516 Aphididae_cluster178; fd1ffddfceae4f425d0bbeb3711d00a6 Aphididae_cluster63; a97665cd5c6a3156780cb86900d54b80 Aphididae_cluster284; d14c6125e1af6a74fc57061739ff341c unclassified.Hemiptera_cluster100; 03f9085fce409f4845cb2bdb886ce404 Aphididae_cluster120; 87fce13c557a1140718cdcb9289d6398 Aphididae_cluster100; 460b86d622d10a3570661c9e312247df Aphididae_cluster36; 43ce0d9b8ed4796439764357e019be80 Aphididae_cluster37; ce277fdb79865f47d2c06df19b7afb37 Aphididae_cluster39; df0eac36abe011fe1c9999d7846b89ff Aphididae_cluster212; 47435b6c6a303625107d2818aac5939d Aphididae_cluster254; 5ffde63547028c299666c52396ad8849 Aphididae_cluster92; ff3cc137d49755a664a8133d4f4a4a67 Aphididae_cluster227; 43355afd9521350268cab53f0de7e40a Aphididae_cluster204; 16bf98d5d6162b79fd00300c658afec7 Aphididae_cluster28; 3659a594b1343000023613335789c58e Aphididae_cluster168; 078573cc1bf361b804761d0ca276364f Aphididae_cluster50; 48104787a6e2a418d0f6c41a06f2a721 Aphididae_cluster273; 70892298713457aaa081bd9d08ee2cad Aphididae_cluster240; 1b19f4e61a4cecafaf3d442cb6538e79 Aphididae_cluster20; 7a6cb7c804beb172d46dc4621759fe63 Adelgidae_cluster1; 086953e01e00813862ad3bb58d5fca4a unclassified.Hemiptera_cluster157; 7250426cbb5221c314b48fed9cc14571 Aphididae_cluster184; 80b662b44f62618b5a5c2806de466c7b Aphididae_cluster292; abe24a5d04223bbfea670445287f9f80 Aphididae_cluster318; 63949f24248df07d00a70842dae46b37 Aphididae_cluster107; e9c3c1f343ea69a1d8ecc912d118dc06 Aphididae_cluster297; b9ff6d5a3690163029e9949353d2aeae Aphididae_cluster95
71	node_71	39	3	d3580d405568945c37e40b52a88e2a27 Aphididae_cluster138; cd1d28652d298ee5dea988fd1a3dfeb2 Aphididae_cluster122; 80b662b44f62618b5a5c2806de466c7b Aphididae_cluster292; 8ae58075d7fdaa7c182f09384751c819 Aphididae_cluster87; 112aa314c17764e41f12e72d3930929c Aphididae_cluster68; 26fdb319da32c76d01ded9ea4a75b567 Aphididae_cluster211; abe24a5d04223bbfea670445287f9f80 Aphididae_cluster318; 0f58b0d75b111b1540d73c7d9f403c24 Aphididae_cluster250; bcd7ef74ae91070e350a46e8359786d4 Aphididae_cluster114; 3d3218403e748d837399d8435863a0b1 Aphididae_cluster40; cb70325070531f3958123996a1508f53 Aphididae_cluster255; 3659a594b1343000023613335789c58e Aphididae_cluster168; c9decb46b545d41cf668c8edcadbb4b2 Aphididae_cluster300; 989e5ba1b726dcc2653791ba4971dd2a Phylloxeridae_cluster2; adb01881a4934769c959c7aa31fa1677 Aphididae_cluster88; ab66e135a5185cdfcf8e49f2bdd4b515 Aphididae_cluster54; dfcc4277382b8e1f300f0bc401e4bb54 Aphididae_cluster55; bcf2f6f754fb260e11c3fcd13fda0864 Aphididae_cluster19; 51dc3228be4a2ca7eb477ab1b81f871f Aphididae_cluster195; 7a6cb7c804beb172d46dc4621759fe63 Adelgidae_cluster1; fcbdf4949e705922415d0a4c67797255 Aphididae_cluster348; 87d99ec0b955eca6187a26bb45173394 Aphididae_cluster187; 8572049c788bd546ebbbd6384f0af26d Aphididae_cluster62; 3edf98d2494aa5ec3416a49bc5fbd7f6 Aphididae_cluster192; 5ffde63547028c299666c52396ad8849 Aphididae_cluster92; c4df78d49c67af4bc840985ee8bae0fa Aphididae_cluster323; b9ff6d5a3690163029e9949353d2aeae Aphididae_cluster95; df0eac36abe011fe1c9999d7846b89ff Aphididae_cluster212; f6b17bc150bc262f55315f8f11b6d3c2 Aphididae_cluster59; 69f3a0939808a94736dbb3f47041b53e Aphididae_cluster91; 48104787a6e2a418d0f6c41a06f2a721 Aphididae_cluster273; 43355afd9521350268cab53f0de7e40a Aphididae_cluster204; 1b19f4e61a4cecafaf3d442cb6538e79 Aphididae_cluster20; 481bbf83077841c2997e01444286022a Aphididae_cluster181; 77507cb4e11b27a098f5ebcbb90740a1 Aphididae_cluster13; e9c3c1f343ea69a1d8ecc912d118dc06 Aphididae_cluster297; 7250426cbb5221c314b48fed9cc14571 Aphididae_cluster184; 12092b517a721778bad8f78cb5341e3f Aphididae_cluster71; 70892298713457aaa081bd9d08ee2cad Aphididae_cluster240
72	Brevicoryne_brassicae	1	1	a5813fd9ffbb36470c2a56fd35ebde38 Aphididae_cluster143
73	Diuraphis_noxia	1	1	8225eb436394956d21f3d2d71a254427 Aphididae_cluster206
74	node_74	19	2	66e87793b7deb4707a5f0642d769ea91 Aphididae_cluster345; edf825faeb6f5ae6f0a9f473b2fe0fe9 Aphididae_cluster224; 142a559dfebb749af45453a9565ca96d Aphididae_cluster258; af08d386fc5dd1f51abb2f0108245dc8 Aphididae_cluster116; 70f02b2683a604e27c5ec565f8025ffd Aphididae_cluster198; 998c289beeb45af81f4392ed06d3a350 Aphididae_cluster53; 7a4d054f6d39a42bc63b2cb0b0f0d466 Aphididae_cluster299; e933e1a2a779a2b0d96028c31862d95b Aphididae_cluster347; 35bb905d78e89fc1804de1eb665d9df5 Aphididae_cluster18; 3d1ba624e12474694e7cef8cb7e344a6 Aphididae_cluster237; 16b773c076748f74c4a71c37f6ddf5a1 Aphididae_cluster196; b7ec45833064d9651d3ce455d036e312 Aphididae_cluster205; 91ecafea81add441fed60708ab7c6ae1 Aphididae_cluster213; 81334718b14d3c408240fe480c218d0b Aphididae_cluster183; a808448e460422a0fe550afbaff36275 Aphididae_cluster126; d50c24c4c7d4182129cf634b6476cafe Aphididae_cluster309; f5a8c3e2cf7486a4a99f2649e3105faa Aphididae_cluster249; a983ab3d3c4c0b415dc1a534a0bb2ea3 Aphididae_cluster247; 789ad0dc516ce264bb68d1c30a7abe39 Aphididae_cluster197
75	Myzus_persicae	3	1	1bc260e3d0e3cc411d2863324668301d Aphididae_cluster263; a7eb118d7f869d5429370b76d73d2ef4 Aphididae_cluster190; bfca8925f94c6b1195b19141576b724a Adelgidae_cluster2
76	Uroleucon_formosanum	0	0	
77	Aulacorthum_solani	1	1	24ce06382c6024e6b73eac9bfe54c5b2 Aphididae_cluster153
78	Acyrthosiphon_pisum	1	1	1ed286c3eb6aaa2cd770d929f908b5a6 Aphididae_cluster43
79	node_79	0	0	
80	Acyrthosiphon_kondoi	1	1	75bc9a647340b4431bb6f090a159b0a5 Aphididae_cluster152
81	Metopolophium_dirhodum	5	2	d8dd3f577521322fe64d9c76fe77e5d5 Aphididae_cluster266; dd9bf83c3fced4fefa6a6f14068e1412 Aphididae_cluster340; a2d27d0ad823040f47b12857568300f3 Aphididae_cluster96; a317cbd03a3ac4854bb6c074cacf853e Aphididae_cluster306; 5ffc0ca37ab75ffe482240d81cc4f357 Aphididae_cluster218
82	Rhopalosiphum_maidis	5	2	046978ba41e2980b6eff43eb12afe932 Aphididae_cluster290; 534d9d9d1df372667386d6f7d01820d3 Aphididae_cluster21; 57eea23cfff11bda4fa66f08772d9a28 Aphididae_cluster146; b7312bf94ae9a37696d99087fbc8b118 Aphididae_cluster346; cbd68246f1ce4ec3e126cfa987302a88 Aphididae_cluster49
83	Macrosiphum_euphorbiae	2	1	67249f47d9580a3fff34c489c321a4b1 Aphididae_cluster14; 84fc6290e4cf1b60a84ee3a80e8d207b Aphididae_cluster302
84	Macrosiphum_rosae	1	1	038a60d217ada979f91e45bcd459949f Aphididae_cluster69
85	node_85	5	2	5818a5960a63d5ab1598d88f78a97e18 Aphididae_cluster282; 78eb188e68337d5fb3407183b6037f1a Aphididae_cluster193; b7312bf94ae9a37696d99087fbc8b118 Aphididae_cluster346; 55c99e04d9811505efe5644b9a8b36e8 Aphididae_cluster72; 688415fbae64731873bbba68b3317ac7 Aphididae_cluster320
86	node_86	5	2	55c99e04d9811505efe5644b9a8b36e8 Aphididae_cluster72; b7312bf94ae9a37696d99087fbc8b118 Aphididae_cluster346; 78eb188e68337d5fb3407183b6037f1a Aphididae_cluster193; 5ffc0ca37ab75ffe482240d81cc4f357 Aphididae_cluster218; bc60ed9bbff29326856648c41649922f Aphididae_cluster186
87	node_87	3	1	5ffc0ca37ab75ffe482240d81cc4f357 Aphididae_cluster218; a317cbd03a3ac4854bb6c074cacf853e Aphididae_cluster306; 78eb188e68337d5fb3407183b6037f1a Aphididae_cluster193
88	node_88	2	1	5ffc0ca37ab75ffe482240d81cc4f357 Aphididae_cluster218; 78eb188e68337d5fb3407183b6037f1a Aphididae_cluster193
89	node_89	0	0	
90	node_90	2	1	899caa49adb375a492b0a64592d5e44c Aphididae_cluster51; d93899dfaf3b5c86a6ba5d03e898b885 Aphididae_cluster30
91	Nasonovia_ribisnigri	1	1	b62518dfd5f46fc84eaed8f301192667 Aphididae_cluster89
92	node_92	5	2	899caa49adb375a492b0a64592d5e44c Aphididae_cluster51; 8fefdd63653f87582d495aee20448059 Aphididae_cluster226; 2ee544e21406c9f2ba01a6bacdb2691e Hemiptera_X_cluster4; 25b8a447ffd8f6226ab64501ef10c5b4 Aphididae_cluster25; 77ec490d5b2565961af182ffb41950c8 Aphididae_cluster109
93	node_93	104	4	5813fdfa8a51f2d176797f62a9b642c3 Aphididae_cluster128; 4731dbbb8b4814f42859115af6d0563d Aphididae_cluster244; 36e740a9f0ca84809aca1b04c9d2016c Aphididae_cluster176; e1c278abbb86dc8198d621f0be32e04b Aphididae_cluster343; 8ca1aec9426a93ad738eb10fbdeb74be Aphididae_cluster278; 35d40917f2c1ac8ad769b6540837a4c4 Aphididae_cluster86; 4497d918db474102f3ec1300ca51478e Aphididae_cluster174; 3eed2fda90fc3a10de8e892a5a453ce5 Aphididae_cluster102; 1575d922627234b982c07c0162c63d30 Aphididae_cluster315; 0f952b3f0c902eee2592937038a40aee Aphididae_cluster42; 397820859aaeba8419fd579e76046243 Aphididae_cluster134; 7ccb3bd64d2fdac189c9646571975baf Aphididae_cluster235; 14b1d7f4aa8dcb3252e23318523f013b Aphididae_cluster105; 655bf3a5e2a7765a733e57129f1e4bed Aphididae_cluster147; c717228bb0a6801fb2a4c6b367e3bef9 Aphididae_cluster35; abd4a561c987aac5d7414bca63c94fca Aphididae_cluster34; b2878b95234309db46b1026edc826e16 Aphididae_cluster209; 9c7d56f00d496f611092c7e38853df8d Aphididae_cluster127; 629585133a84ed4ee13dbf296ae0a6ad Aphididae_cluster48; 4807bf9b5d16cf3db0c4a031691da749 Aphididae_cluster56; b5a78031dcc8fdca2993216812e6dab6 Aphididae_cluster219; bf82bf422055cc5d83544d6d2a81004d Aphididae_cluster173; 2c1527f8efc1a2abd35f5eb753379396 Aphididae_cluster259; a083a4dc2a33eddeea223ef315128517 Aphididae_cluster130; e393b4cb30eeb0babdee205f6f3ade72 Aphididae_cluster304; 25867ddc534d15da94a59d0effaa7f12 Aphididae_cluster57; bd00327915f7704f5fd813088a9c839f Aphididae_cluster221; 1bc418472bb6a94439827a71c79b05a8 Aphididae_cluster115; 2f35088c90cc957660760d450fcb2843 Aphididae_cluster291; b1f6751353d9a0fce4ac7a2758ae589a Aphididae_cluster158; 8fefdd63653f87582d495aee20448059 Aphididae_cluster226; 057f10b48621d9951b26eabb75d7f3c3 Aphididae_cluster265; fc92ffac8de4cd2eebb2dda8205a25a6 Aphididae_cluster144; 25b8a447ffd8f6226ab64501ef10c5b4 Aphididae_cluster25; 84fef16f13a60ccf868824f705ee9bda Aphididae_cluster150; bfca8925f94c6b1195b19141576b724a Adelgidae_cluster2; bc60ed9bbff29326856648c41649922f Aphididae_cluster186; c48cde671ca8d46f7834006cf064b977 Aphididae_cluster242; 2ee544e21406c9f2ba01a6bacdb2691e Hemiptera_X_cluster4; 656d1186b02b54c23cbe968e93b83fa2 Aphididae_cluster125; f044867b883f26ae7635e1e901f25cda Aphididae_cluster169; 56541478d436f058e7051b5703ccf815 Aphididae_cluster203; 10fa71d70548c2ca015ab371bf98b39b Aphididae_cluster257; 7c48d975d874b37bd18b754bbc7df001 Aphididae_cluster189; 1ea44552a68cc681bd4208d6ce9f37ea Aphididae_cluster156; 075be2cee5eb31ef779379a664ace6f3 Aphididae_cluster148; bde3964c706863b57b2862c6d45a6f3b Aphididae_cluster103; 322059340e766c8ff76176b62cf6a53d Aphididae_cluster64; f6b17bc150bc262f55315f8f11b6d3c2 Aphididae_cluster59; 501bc066f85b7d9fe10d39d2a1a2e9ca Aphididae_cluster274
94	node_94	122	4	28882a90e3f020beeabbd8abeb0796ba Aphididae_cluster123; adb90459063037a771cf006ccf031b76 Aphididae_cluster124; a11b074bdce1f345a93627bc31175e25 Aphididae_cluster229; 2708c4df92f5297ddf4cc4a15b96ab3e Aphididae_cluster326; b36b3dd575bd4ee45fb4c71b92282ceb Aphididae_cluster280; b89a530301adcd61ae968d67e5e93423 Aphididae_cluster117; aac89630843f82da8766b5c5c2f58a7b Aphididae_cluster307; f3016cb34c0c1b0a4ae323e34ee0ffbb Aphididae_cluster210; 8c38d30b3b9714e4534bbf4d95003828 Aphididae_cluster131; d8c489d11b0b6a52f75cb61a3f1cc005 Aphididae_cluster83; 12c7343a7f2fd4cb153c36dfc9ced401 Aphididae_cluster228; 2923a8e3c75ce7fa50b118e5aca1c761 Aphididae_cluster338; cbd68246f1ce4ec3e126cfa987302a88 Aphididae_cluster49; bb32cf555c1a07978b689f30c9b43d72 Aphididae_cluster222; f669f1f10d96f113218f39dd67ef8a47 Aphididae_cluster334; 0600e28a521e414ad4c9d3801547764a Aphididae_cluster2; 81334718b14d3c408240fe480c218d0b Aphididae_cluster183; 903acc904e20b26e7493d5ecf70f9818 Aphididae_cluster325; 789ad0dc516ce264bb68d1c30a7abe39 Aphididae_cluster197; 91ecafea81add441fed60708ab7c6ae1 Aphididae_cluster213; 6a8c2d19f68ec060c7bcb5ce24a1f08d Aphididae_cluster3; c685be91d5620bba8ffa939889eff05a Aphididae_cluster246; d3f50ddbc2aceeee825f2e6cdaa3d02a Aphididae_cluster85; 6bbf41b309cde64497e28198cc431e96 Aphididae_cluster336; 7826ab7d658a1b5e469629f2bde05212 Aphididae_cluster61; a808448e460422a0fe550afbaff36275 Aphididae_cluster126; f5a8c3e2cf7486a4a99f2649e3105faa Aphididae_cluster249; ea173b864864f5b82613d9b7d138bbdf Aphididae_cluster332; 8f27264c62009fc752859e89ce55c2b6 Aphididae_cluster321; fd68ebe6e35edfb649c187257e1a5deb Aphididae_cluster4; dec5b2961c84fb9027117c28d0853bfd Aphididae_cluster112; cdb768e5ae4082459fd653fce90f08c0 Aphididae_cluster251; 270e54113b69b334d21d8fcef44cd93f Aphididae_cluster267; b7ec45833064d9651d3ce455d036e312 Aphididae_cluster205; 07489bdc3168114be93cc4b9eddaa78d Aphididae_cluster264; c3b5a19ca4102ea55c0071cfa2287b4f Phylloxeridae_cluster1; e3ac953a488da57afb801745c564e59f Aphididae_cluster234; 632074ea038cc6a84a3af2243b676677 Aphididae_cluster140; b87373ff033009d3b7c387cf60f7b267 Aphididae_cluster155; 688415fbae64731873bbba68b3317ac7 Aphididae_cluster320; f8fd0cab04daf785668a2928441cae2e Aphididae_cluster162; 2c831fa979d7d63861be2f8a614521d3 Aphididae_cluster327; 841173bd89dd8cd3221387eff5e6df14 Aphididae_cluster99; b07503c7f44e675b484f0ae1f8aebd38 Aphididae_cluster141; 87d99ec0b955eca6187a26bb45173394 Aphididae_cluster187; 538e77d8d4d8ab2431ef03717ca92d55 Aphididae_cluster24; d50c24c4c7d4182129cf634b6476cafe Aphididae_cluster309; 6d4e071393853acff66ae44ced05461c Aphididae_cluster191; 1fbf40a7c81e68375eadbdcffe63d202 Aphididae_cluster121; 16b773c076748f74c4a71c37f6ddf5a1 Aphididae_cluster196
95	node_95	67	3	5637d339ca7f696100446a845908b89b Aphididae_cluster9; a41ec78ed80a09398dfd12b747f53dd3 Aphididae_cluster118; 99d94194cca518341e9d8aaa6f7bcdf8 Aphididae_cluster80; 631ec54142d51ee0020427e86e45e788 Aphididae_cluster165; 536111a5e873093bbd6ae15fbf877c5a Aphididae_cluster106; 481bbf83077841c2997e01444286022a Aphididae_cluster181; 1d32681f5364edbd5cb83cc0aa5e5093 Aphididae_cluster200; dfcc4277382b8e1f300f0bc401e4bb54 Aphididae_cluster55; 51dc3228be4a2ca7eb477ab1b81f871f Aphididae_cluster195; bcf2f6f754fb260e11c3fcd13fda0864 Aphididae_cluster19; 77507cb4e11b27a098f5ebcbb90740a1 Aphididae_cluster13; fcbdf4949e705922415d0a4c67797255 Aphididae_cluster348; 26fdb319da32c76d01ded9ea4a75b567 Aphididae_cluster211; 3edf98d2494aa5ec3416a49bc5fbd7f6 Aphididae_cluster192; c9decb46b545d41cf668c8edcadbb4b2 Aphididae_cluster300; 112aa314c17764e41f12e72d3930929c Aphididae_cluster68; cd2b90101fc3f3cfed8aa9026c2d1ad5 Aphididae_cluster119; 69f3a0939808a94736dbb3f47041b53e Aphididae_cluster91; 989e5ba1b726dcc2653791ba4971dd2a Phylloxeridae_cluster2; 76a1169a44cd51aaa9e92688e437eea4 Aphididae_cluster142; 8ae58075d7fdaa7c182f09384751c819 Aphididae_cluster87; 8572049c788bd546ebbbd6384f0af26d Aphididae_cluster62; cb70325070531f3958123996a1508f53 Aphididae_cluster255; ab66e135a5185cdfcf8e49f2bdd4b515 Aphididae_cluster54; d153146689260b8118385f6da0bc9105 Aphididae_cluster166; 0f58b0d75b111b1540d73c7d9f403c24 Aphididae_cluster250; cd1d28652d298ee5dea988fd1a3dfeb2 Aphididae_cluster122; 63949f24248df07d00a70842dae46b37 Aphididae_cluster107; cf58bd48919f72052b45423ce2abf720 Aphididae_cluster261; b9ff6d5a3690163029e9949353d2aeae Aphididae_cluster95; 538e77d8d4d8ab2431ef03717ca92d55 Aphididae_cluster24; 6b1476ed04845474030fce80ef47ac46 Aphididae_cluster159; abe24a5d04223bbfea670445287f9f80 Aphididae_cluster318; e3ac953a488da57afb801745c564e59f Aphididae_cluster234; b87373ff033009d3b7c387cf60f7b267 Aphididae_cluster155; 7a6cb7c804beb172d46dc4621759fe63 Adelgidae_cluster1; fd68ebe6e35edfb649c187257e1a5deb Aphididae_cluster4; 70892298713457aaa081bd9d08ee2cad Aphididae_cluster240; 1b19f4e61a4cecafaf3d442cb6538e79 Aphididae_cluster20; 078573cc1bf361b804761d0ca276364f Aphididae_cluster50; 48104787a6e2a418d0f6c41a06f2a721 Aphididae_cluster273; 6a8c2d19f68ec060c7bcb5ce24a1f08d Aphididae_cluster3; d3580d405568945c37e40b52a88e2a27 Aphididae_cluster138; 43355afd9521350268cab53f0de7e40a Aphididae_cluster204; ff3cc137d49755a664a8133d4f4a4a67 Aphididae_cluster227; 7250426cbb5221c314b48fed9cc14571 Aphididae_cluster184; 80b662b44f62618b5a5c2806de466c7b Aphididae_cluster292; 3659a594b1343000023613335789c58e Aphididae_cluster168; df0eac36abe011fe1c9999d7846b89ff Aphididae_cluster212; 5c6b081c21420d50cbfe0e732666dff5 Aphididae_cluster15
96	Neotoxoptera_formosana	0	0	
97	Pentalonia_nigronervosa	0	0	
98	node_98	19	2	158589767eb3bf7a92c02a9ca22e6494 Aphididae_cluster188; 63fc0a8539a594db8f4f22aaf198408e Aphididae_cluster65; 4685a18db55f03308cd40ba9857d4c15 Aphididae_cluster344; 9acc2c1d6d82524ebf1e707f52a20c29 Aphididae_cluster1; 09fac8e6ecf3f3185f6b1d3348a7506f Aphididae_cluster22; 1df8d65812a7ca22fc02c21cdd95853b Aphididae_cluster6; 1788e204f20ec171169f1733616ff3e4 Aphididae_cluster132; 633c750f96bdc1252f4c9f8d2b8ec868 Aphididae_cluster97; 5805ffa775f06157778b0c67270a5ecf Aphididae_cluster172; 71c783d37ec182ff509411c1c759ccb5 Aphididae_cluster133; f219353198f3efe1f6b9fe443ef8ba8e Aphididae_cluster136; 088b4c3aa9b95ec39b9001c12f1abe3f Aphididae_cluster145; 8e8613dc23ef95287854ff47a7bbca25 Aphididae_cluster220; 611e87265ca3332c70c514df7f5724a4 Aphididae_cluster208; 5c6b081c21420d50cbfe0e732666dff5 Aphididae_cluster15; 354064d84f300701e03ffc856a2926eb Aphididae_cluster180; 460b86d622d10a3570661c9e312247df Aphididae_cluster36; ba8727c6559abaee78251736992e48c9 Dryinidae_cluster18; d5970642b075b260279eb97bae17347d Aphididae_cluster216
99	node_99	6	2	831df054aa49d91c90ac8ad883d8530b Aphididae_cluster236; e4f40cf13968b19baca0c0909e7f6036 Aphididae_cluster286; ba8727c6559abaee78251736992e48c9 Dryinidae_cluster18; 4b0f01a9f4d07791c3f4f96c0bdb07e6 Dryinidae_cluster21; 02e1b8e4f0a1d982ccc894f3ddcd4b51 Dryinidae_cluster24; aae9716a203136d4ef293bcf7dac7d5d Dryinidae_cluster74
100	node_100	3	1	0c054d47528be0e36eaaaf6d34fb388d Longidoridae_cluster3; 8d66efb177dceef0dfd0d6bdef60ffe9 Longidoridae_cluster4; 2401f4c88244833174f0a4d92ce6fbbc Longidoridae_cluster1
101	node_101	0	0	
102	Schlechtendalia_chinensis	0	0	
103	Hormaphis_cornu	0	0	
104	Pseudoregma_bambucicola	0	0	
105	node_105	0	0	
106	node_106	0	0	
107	node_107	0	0	
108	node_108	0	0	
109	node_109	0	0	
110	node_110	0	0	
111	node_111	0	0	
112	Lycorma_delicatula	0	0	
113	Nilaparvata_lugens	0	0	
114	Nilaparvata_muiri	0	0	
115	node_115	36	3	19019bc0e93a80bcf5bdd62777dae4f5 Cixiidae_cluster1; 1282e1d7882816fe155a830439f4b2c8 Delphacidae_cluster16; 467cd6f6f07129ce0e2ce63608186c44 Delphacidae_cluster1; 43a3c1bad3f02379f81488f5e35bf67a Delphacidae_cluster22; 3abd785d5db613d5445a1a97f5329135 Cixiidae_cluster5; 53a5df56c74ec2af02836a2a7ac9f70c Delphacidae_cluster3; 7f8e9741392914496b7d324f514c6f07 Delphacidae_cluster23; 9e977662426261d09370e3fde9c6f1c4 Delphacidae_cluster30; f1c53f9ef5f8b0cefcee778162f921d4 Delphacidae_cluster26; a16ffb33aacc4fdf748ece3a95623bfb Cixiidae_cluster4; 0949b6dbd0c5e78e3e4f4baeb3ccdaa9 Delphacidae_cluster17; 950f84a52225b627493cc55910dd4858 Delphacidae_cluster31; fe6953a66701b46a2ea93480720c8736 Delphacidae_cluster15; ebbdd4d54f0462b4663787fa3c33fbfb Delphacidae_cluster11; 7fba0204c00c0ccfb1653ebfb63526eb unclassified.Hemiptera_cluster249; bd899b8682a8c6862417c0c56b6d2837 unclassified.Hemiptera_cluster13; 1b9fe17dad132cd9ca5ca631f47fe29d unclassified.Hemiptera_cluster193; af1457b4832d0be6982985b1f3da17b3 Delphacidae_cluster19; fe17d7c8ae775c542055c1ce43a5ef9d Delphacidae_cluster12; 12d601027df7a3da018cfccc27c730fd Flatidae_cluster1; dce50aad137891376b0e75b2d06cc016 Delphacidae_cluster21; b853c07b7b3fc45f5dd862d9a64ccfb0 Delphacidae_cluster35; cf64d29b36c56b6fc125a14df72314b2 unclassified.Hemiptera_cluster349; 5c423a2805b8fc1b7beda56ffb7e11db Delphacidae_cluster24; 14d2abeff77bcc6d4b8e3b522fe3d3ba Delphacidae_cluster8; f81fbfdcd5af4f783b986707d629b417 Delphacidae_cluster13; 9184bb97c830c4a39f8d83b8d5a129c0 Delphacidae_cluster5; ccaca458d1cafbfce7b738a2b129afa6 Delphacidae_cluster9; a2a7ab22dd442204dc2bcc00c4cc7228 unclassified.Hemiptera_cluster115; e1ba42fff463bfc1580b37b67660e151 Fulgoridae_cluster1; 92d8a18ff0904d9158c511e9780dafce unclassified.Hemiptera_cluster272; 21cc3ea12a229312dad29c6e8578da2e Delphacidae_cluster27; 6b9f70709449dde1834c8c05a6bd901b unclassified.Hemiptera_cluster106; 7b54d157e87b67fe4e5b4c0f7ac1218a Cixiidae_cluster6; d104102fc077b1f09be152661371f519 Delphacidae_cluster14; 6c29d6d73880e28cdc61e30e2e09dcc5 Delphacidae_cluster6
